GMDNR,GMDNAME_x,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %,GMDNAME_y,BZNR,KTNR,geometry
5755,Lignerolle,290,113,38.97,111,84,27,75.68,Lignerolle,2224,22,"POLYGON ((2521952.9037999995 1178462.6325000003, 2523004.0962999985 1178929.5775000006, 2523669.098700002 1179530.861299999, 2523634.538800001 1179953.7188000008, 2524200 1179398, 2524745 1179388, 2525504 1178877, 2526438 1177838, 2526325 1177589, 2526550 1177650, 2526437 1176804, 2526095 1176296, 2525189 1176587, 2524250 1176488, 2523901 1175961, 2523388 1175787, 2522913 1176918, 2522201 1177270, 2521952.9037999995 1178462.6325000003))"
5756,Montcherand,333,128,38.44,121,106,15,87.6,Montcherand,2224,22,"POLYGON ((2528393 1177138, 2528520 1177175, 2528775 1177120, 2528865 1177313, 2529556 1177039, 2529839 1177184, 2530110 1176964, 2530029 1176775, 2530362 1176762, 2529937 1176171, 2529885 1175595, 2529445 1175385, 2528965 1175545, 2528545 1175415, 2527817 1175681, 2527982 1176200, 2528487 1176815, 2528393 1177138))"
5757,Orbe,3697,1240,33.54,1233,1096,137,88.89,Orbe,2224,22,"POLYGON ((2534523 1177345, 2534195 1177123, 2532555 1174405, 2532143.4437999986 1174580.3324999996, 2531415 1173755, 2531205 1172203, 2530120 1173178, 2529873 1173403, 2530210 1175463, 2529950 1175423, 2529885 1175595, 2529937 1176171, 2530362 1176762, 2530312 1177299, 2531098 1177774, 2531574 1177586, 2531982 1177120, 2532650 1177555, 2533211 1176698, 2534355 1177466, 2534523 1177345))"
5758,La Praz,128,71,55.47,68,52,16,76.47,La Praz,2224,22,"POLYGON ((2523836 1168327, 2523158 1167785, 2520336 1169515, 2521686 1170286, 2522318 1170451, 2523555 1169802, 2523793 1169428, 2523630 1168873, 2523800 1168771, 2523836 1168327))"
5759,Premier,157,94,59.87,94,74,20,78.72,Premier,2224,22,"POLYGON ((2520956 1173080, 2522957 1173867, 2523635 1174667, 2523418 1174927, 2523889 1175487, 2524520 1175353, 2524398 1174615, 2524865 1174508, 2525023 1173880, 2525332 1173923, 2525220 1173397, 2525553 1172708, 2525281 1172756, 2524766 1172481, 2523613 1172628, 2522941 1172328, 2522632 1172880, 2522357 1172745, 2522025 1173327, 2521539 1172982, 2520956 1173080))"
5760,Rances,335,203,60.6,199,152,47,76.38,Rances,2224,22,"POLYGON ((2530929 1180851, 2531585 1180748, 2531877 1179837, 2532132 1179375, 2531693 1178910, 2531140 1178458, 2530634 1178595, 2530585 1178845, 2530051 1178663, 2529553 1178965, 2528883 1178715, 2528700 1179263, 2528269 1179068, 2526882 1179817, 2526257 1179386, 2525820 1179993, 2524740 1179599, 2524643 1179776, 2524828 1180073, 2525144 1180646, 2525520 1180540, 2526386 1181023, 2529098 1180013, 2529433 1180465, 2529677 1180301, 2529819 1180522, 2530251 1180243, 2530179 1180511, 2530510 1180826, 2530929 1180851))"
5761,Romainmôtier-Envy,366,211,57.65,206,173,33,83.98,Romainmôtier-Envy,2224,22,"POLYGON ((2526995 1169615, 2526633 1169525, 2526198 1169040, 2525780 1169168, 2526229 1169588, 2525387 1169780, 2525401 1169323, 2525125 1169334, 2524063 1168349, 2524196 1169289, 2524926 1170077, 2525189 1169701, 2525364 1170108, 2525161 1170250, 2525208 1170461, 2524868 1170336, 2525144 1170524, 2525297 1170490, 2525379 1170757, 2525060 1170987, 2524919 1170721, 2524746 1171381, 2524876 1171611, 2524543 1171896, 2523634 1171996, 2523300 1171814, 2523094 1172023, 2522550 1172095, 2522596 1172274, 2522941 1172328, 2523613 1172628, 2524766 1172481, 2525281 1172756, 2525553 1172708, 2526582 1172895, 2526989 1172502, 2526943 1172278, 2525929 1171751, 2526260 1171737, 2526375 1171431, 2526072 1170730, 2526273 1170084, 2526995 1169615))"
5762,Sergey,98,58,59.18,56,43,13,76.79,Sergey,2224,22,"POLYGON ((2528393 1177138, 2528214 1177586, 2527637 1177367, 2528269 1179068, 2528700 1179263, 2528883 1178715, 2529050 1178555, 2528695 1178408, 2528853 1178388, 2528800 1178000, 2528520 1177175, 2528393 1177138))"
5763,Valeyres-sous-Rances,387,158,40.83,157,113,44,71.97,Valeyres-sous-Rances,2224,22,"POLYGON ((2530362 1176762, 2530029 1176775, 2530110 1176964, 2529839 1177184, 2529556 1177039, 2528865 1177313, 2528775 1177120, 2528520 1177175, 2528800 1178000, 2528853 1178388, 2528695 1178408, 2529050 1178555, 2528883 1178715, 2529553 1178965, 2530051 1178663, 2530585 1178845, 2530634 1178595, 2531140 1178458, 2531693 1178910, 2531833 1178738, 2531620 1178537, 2531700 1178250, 2532053 1177963, 2532175 1178098, 2532355 1177958, 2532745 1178320, 2534355 1177466, 2533211 1176698, 2532650 1177555, 2531982 1177120, 2531574 1177586, 2531098 1177774, 2530312 1177299, 2530362 1176762))"
5764,Vallorbe,2114,683,32.31,677,551,126,81.39,Vallorbe,2224,22,"POLYGON ((2517560.157499999 1175221.9924999997, 2517882.7925000004 1175087.370000001, 2518442.6163000017 1175351.1037999988, 2518427.7375000007 1175847.102499999, 2518171.5086999983 1175899.3500000015, 2518322.2375000007 1176020.754999999, 2519503.232500002 1176198.5425000004, 2519965 1175925, 2520401 1175140, 2520925 1175075, 2521225 1174665, 2522891 1175199, 2523261 1174812, 2523418 1174927, 2523635 1174667, 2522957 1173867, 2520956 1173080, 2519866 1172345, 2519300 1172673, 2518980 1172212, 2518216 1172225, 2516760 1170865, 2515716 1171050, 2513482 1172555, 2514773.1900000013 1173365.6413000003, 2516146.7661999986 1173828.4899999984, 2516950.329999998 1174347.3900000006, 2517560.157499999 1175221.9924999997))"
5765,Vaulion,352,153,43.47,153,125,28,81.7,Vaulion,2224,22,"POLYGON ((2516703 1169203, 2516760 1170865, 2518216 1172225, 2518980 1172212, 2519300 1172673, 2519866 1172345, 2520956 1173080, 2521539 1172982, 2522025 1173327, 2522357 1172745, 2522632 1172880, 2522941 1172328, 2522596 1172274, 2522550 1172095, 2522538 1171857, 2521801 1171561, 2520678 1171489, 2520294 1170930, 2520348 1170597, 2520000 1170162, 2519786 1169413, 2518024 1168778, 2517280 1169490, 2516703 1169203))"
5766,Vuiteboeuf,363,146,40.22,144,133,11,92.36,Vuiteboeuf,2224,22,"POLYGON ((2530543 1184395, 2531902 1184525, 2532478 1184958, 2532674 1185735, 2532820 1185772, 2533228 1185171, 2533804 1184459, 2533773 1183958, 2533624 1183796, 2533855 1183025, 2533451 1183194, 2533161.853700001 1182927.6125000007, 2533122 1183214, 2532782 1182840, 2532221 1182758, 2531515 1183675, 2530690 1183990, 2530543 1184395))"
5871,L'Abbaye,1037,392,37.8,390,337,53,86.41,L'Abbaye,2224,22,"POLYGON ((2516760 1170865, 2516703 1169203, 2516524 1168590, 2516648 1166943, 2516384 1166125, 2516571 1165361, 2516364 1165475, 2515583 1164950, 2515091 1164213, 2514760 1163665, 2515383 1163403, 2512518 1160848, 2512870 1160439, 2512651 1160040, 2512204 1160276, 2511985 1160721, 2511939 1160279, 2510572 1161384, 2510536 1161777, 2509321 1163256, 2509635 1163695, 2509935 1163705, 2510395 1164245, 2511135 1164485, 2511385 1164915, 2511965 1165195, 2514205 1167205, 2514646 1167405, 2514655 1168045, 2515135 1168765, 2514825 1169014, 2514420 1169315, 2515716 1171050, 2516760 1170865))"
5872,Le Chenit,2734,1017,37.2,1001,868,133,86.71,Le Chenit,2224,22,"POLYGON ((2505760 1153205, 2504468 1154055, 2504138 1154433, 2503505 1154195, 2502890 1154350, 2501661 1155690, 2498229.2399999984 1159238.754999999, 2499069.4624999985 1160042.7025000006, 2499414.5249999985 1160643.7961999997, 2500403.9450000003 1161477.2813000008, 2501560.41 1162196.6125000007, 2502142.0412999988 1162869.9188, 2503525.204999998 1163543.5124999993, 2503626.017499998 1163991.451200001, 2504838.871199999 1164858.9213000014, 2505143.5150000006 1165529.2925000004, 2505777.0436999984 1165720.7663000003, 2506662 1166689, 2508312 1164740, 2508529 1164945, 2509042 1164793, 2509274 1164990, 2509451 1164757, 2508285 1163385, 2508505 1162905, 2508985 1163305, 2509321 1163256, 2510536 1161777, 2510572 1161384, 2511939 1160279, 2511985 1160721, 2512204 1160276, 2512651 1160040, 2512638 1159978, 2512196 1159490, 2511840 1159523, 2510818 1158610, 2510333 1157243, 2509983 1157195, 2509230 1156788, 2507970 1155465, 2507075 1153929, 2506630 1153190, 2505851 1153475, 2505760 1153205))"
5873,Le Lieu,602,252,41.86,239,208,31,87.03,Le Lieu,2224,22,"POLYGON ((2506662 1166689, 2507300.532499999 1167036.7974999994, 2507761.3062999994 1167788.8825000003, 2510396.7349999994 1170142.2137000002, 2510631.5212000012 1170445.7300000004, 2510552.0813000016 1170834.539999999, 2511610.4562 1171678.9725000001, 2513482 1172555, 2515716 1171050, 2514420 1169315, 2514825 1169014, 2514145 1168297, 2511720 1166622, 2509451 1164757, 2509274 1164990, 2509042 1164793, 2508529 1164945, 2508312 1164740, 2506662 1166689))"
5902,Belmont-sur-Yverdon,248,91,36.69,90,74,16,82.22,Belmont-sur-Yverdon,2224,22,"POLYGON ((2537629 1173955, 2537359 1174141, 2537566 1175146, 2536982 1176069, 2537075 1176190, 2536838 1176375, 2537123 1176683, 2536950 1177139, 2537667 1177808, 2537177 1178142, 2536953 1178688, 2537726 1179406, 2538077 1178975, 2538167 1179134, 2538420.531199999 1179076.5538000017, 2538570.592500001 1178480.423700001, 2538075.1875 1178196.7474999987, 2538247.8599999994 1178079.5775000006, 2538091 1177968, 2538354 1177667, 2538299 1177284, 2538619 1177219, 2538484 1176700, 2538715 1176728, 2538605 1174655, 2538220 1173952, 2537629 1173955))"
5903,Bioley-Magnoux,174,99,56.9,99,66,33,66.67,Bioley-Magnoux,2224,22,"POLYGON ((2544273 1174056, 2543588 1174575, 2543773 1175555, 2543764 1176013, 2543361 1176209, 2543510 1176440, 2544049 1176313, 2544280 1176696, 2544663 1176610, 2544865 1176215, 2545485 1175865, 2545409 1175586, 2545955 1175382, 2546058 1174688, 2545819 1174273, 2545666 1174576, 2545582 1174416, 2544955 1174415, 2544273 1174056))"
5904,Chamblon,394,171,43.4,168,147,21,87.5,Chamblon,2224,22,"POLYGON ((2534963 1181261, 2535290 1181544, 2535082 1181784, 2535305 1181922, 2537007 1181969, 2536969 1181642, 2537198 1181448, 2535874 1180150, 2535388 1179910, 2535013 1180103, 2534978 1180865, 2534770 1180930, 2534963 1181261))"
5905,Champvent,428,170,39.72,170,146,24,85.88,Champvent,2224,22,"POLYGON ((2533773 1183958, 2534687 1183810, 2534827 1183176, 2535135 1183366, 2535279 1183185, 2535620 1182346, 2535462 1182363, 2535305 1181922, 2535082 1181784, 2535290 1181544, 2534963 1181261, 2534683 1181423, 2534347 1181008, 2534378 1180557, 2534210 1180652, 2534153 1180505, 2533689 1180816, 2533211 1180698, 2532888 1180958, 2532470 1180505, 2532392 1180065, 2531877 1179837, 2531585 1180748, 2530929 1180851, 2531107 1181206, 2531403 1181268, 2532160 1182033, 2532221 1182758, 2532782 1182840, 2533122 1183214, 2533161.853700001 1182927.6125000007, 2533451 1183194, 2533855 1183025, 2533624 1183796, 2533773 1183958))"
5907,Chavannes-le-Chêne,213,106,49.77,103,84,19,81.55,Chavannes-le-Chêne,2224,22,"POLYGON ((2551083 1181495, 2550630 1180978, 2550368 1180188, 2549863 1179758, 2549660 1180013, 2549255 1180045, 2549245 1180585, 2548465 1180718, 2548365 1180768, 2548908 1181695, 2549120 1181713, 2549138 1182215, 2549403 1182274, 2549907 1182622, 2551083 1181495))"
5908,Chêne-Pâquier,93,39,41.94,39,29,10,74.36,Chêne-Pâquier,2224,22,"POLYGON ((2548355 1179310, 2548138 1179598, 2548400 1179860, 2548283 1180240, 2548465 1180718, 2549245 1180585, 2549255 1180045, 2549660 1180013, 2549863 1179758, 2549592 1179101, 2549455 1179150, 2549441 1178684, 2548941 1178590, 2548355 1179310))"
5909,Cheseaux-Noréaz,484,225,46.49,224,196,28,87.5,Cheseaux-Noréaz,2224,22,"POLYGON ((2540538.3511999995 1181951.6750000007, 2541235 1182104, 2545144 1184185, 2545358 1183449, 2544669 1182933, 2544460 1182995, 2543996 1182308, 2543945 1182435, 2543640 1182248, 2542848 1181558, 2543085 1181455, 2542160 1180880, 2541853 1180990, 2541258 1180655, 2540981 1180482, 2540892 1181036, 2540639 1181104, 2541055 1181320, 2540538.3511999995 1181951.6750000007))"
5910,Cronay,279,134,48.03,133,113,20,84.96,Cronay,2224,22,"POLYGON ((2542685 1178705, 2542955 1179235, 2543930 1179768, 2543940 1180068, 2544368 1180428, 2544575 1180205, 2545268 1180870, 2545494 1180383, 2545465 1179545, 2544555 1178425, 2544415 1177715, 2544013 1177276, 2543351 1177255, 2542638 1176718, 2542235 1176810, 2541753 1177530, 2541984 1177773, 2542032 1177378, 2542685 1178705))"
5911,Cuarny,181,79,43.65,78,63,15,80.77,Cuarny,2224,22,"POLYGON ((2542685 1178705, 2542470 1178587, 2542119 1178795, 2542289 1179244, 2541993 1179488, 2542281 1179704, 2541829 1179968, 2541887 1180334, 2541582 1180266, 2541360 1180458, 2541438 1180569, 2541258 1180655, 2541853 1180990, 2542160 1180880, 2543085 1181455, 2543233 1181323, 2543073 1181078, 2543183 1180913, 2543553 1181200, 2543705 1180924, 2543964 1181314, 2544305 1181305, 2544368 1180428, 2543940 1180068, 2543930 1179768, 2542955 1179235, 2542685 1178705))"
5912,Démoret,118,60,50.85,60,47,13,78.33,Démoret,2224,22,"POLYGON ((2549145 1178020, 2548765 1177249, 2548059 1176453, 2547568 1176385, 2547258 1175856, 2547000 1176315, 2546688 1176930, 2547169 1177914, 2548355 1179310, 2548941 1178590, 2549441 1178684, 2549095 1178225, 2549145 1178020))"
5913,Donneloye,544,240,44.12,233,185,48,79.4,Donneloye,2224,22,"POLYGON ((2545955 1175382, 2545409 1175586, 2545485 1175865, 2544865 1176215, 2544663 1176610, 2544280 1176696, 2544049 1176313, 2543510 1176440, 2543361 1176209, 2542943 1176428, 2543138 1176609, 2542890 1176778, 2542748 1176558, 2542638 1176718, 2543351 1177255, 2544013 1177276, 2544415 1177715, 2544555 1178425, 2545465 1179545, 2545494 1180383, 2546280 1180149, 2546262 1179409, 2546403 1179329, 2546189 1179103, 2546439 1178889, 2546120 1178724, 2546375 1178487, 2546214 1178329, 2546500 1178081, 2546199 1177768, 2546540 1177597, 2546425 1177045, 2546688 1176930, 2547000 1176315, 2546561 1175639, 2546165 1175522, 2546162 1175241, 2545955 1175382))"
5914,Ependes (VD),242,95,39.26,94,81,13,86.17,Ependes (VD),2224,22,"POLYGON ((2536982 1176069, 2535743 1176374, 2535626 1176677, 2535435 1176473, 2535243 1176399, 2534195 1177123, 2534523 1177345, 2535325 1177758, 2535849 1177833, 2535695 1178390, 2536123 1178753, 2536520 1179125, 2536823 1178558, 2536953 1178688, 2537177 1178142, 2537667 1177808, 2536950 1177139, 2537123 1176683, 2536838 1176375, 2537075 1176190, 2536982 1176069))"
5919,Mathod,426,164,38.5,160,138,22,86.25,Mathod,2224,22,"POLYGON ((2534523 1177345, 2534355 1177466, 2532745 1178320, 2532355 1177958, 2532175 1178098, 2532053 1177963, 2531700 1178250, 2531620 1178537, 2531833 1178738, 2531693 1178910, 2532132 1179375, 2531877 1179837, 2532392 1180065, 2532470 1180505, 2532888 1180958, 2533211 1180698, 2533689 1180816, 2534153 1180505, 2533975 1180190, 2533939 1179243, 2535325 1177758, 2534523 1177345))"
5921,Molondin,160,85,53.13,79,65,14,82.28,Molondin,2224,22,"POLYGON ((2547615 1181102, 2548365 1180768, 2548465 1180718, 2548283 1180240, 2548400 1179860, 2548138 1179598, 2548355 1179310, 2547169 1177914, 2546688 1176930, 2546425 1177045, 2546540 1177597, 2546199 1177768, 2546500 1178081, 2546214 1178329, 2546375 1178487, 2546120 1178724, 2546439 1178889, 2546189 1179103, 2546403 1179329, 2546262 1179409, 2546280 1180149, 2546931 1180526, 2547319 1181047, 2547615 1181102))"
5922,Montagny-près-Yverdon,489,185,37.83,185,151,34,81.62,Montagny-près-Yverdon,2224,22,"POLYGON ((2537689 1182977, 2538270 1182851, 2538745 1183055, 2538741 1182987, 2537749 1182246, 2537933 1181927, 2537358 1181613, 2537495 1181420, 2537288 1181390, 2537198 1181448, 2536969 1181642, 2537007 1181969, 2535305 1181922, 2535462 1182363, 2535620 1182346, 2535279 1183185, 2536305 1183345, 2536745 1183235, 2536905 1182955, 2537689 1182977))"
5924,Orges,224,86,38.39,83,77,6,92.77,Orges,2224,22,"POLYGON ((2534687 1183810, 2533773 1183958, 2533804 1184459, 2533228 1185171, 2533770 1185276, 2533692 1185424, 2534247 1185621, 2534153 1185829, 2534599 1186143, 2535562 1186108, 2535660 1185944, 2535362 1185808, 2535615 1185346, 2535840 1185356, 2535625 1185152, 2535728 1184564, 2535549 1184399, 2535745 1184225, 2535439 1183926, 2535530 1183718, 2535003 1183928, 2534687 1183810))"
5925,Orzens,155,92,59.35,89,78,11,87.64,Orzens,2224,22,"POLYGON ((2543773 1175555, 2542771 1175180, 2542426 1174469, 2541684 1173783, 2541538 1173659, 2540965 1173845, 2540878 1174235, 2541105 1174690, 2541331 1175347, 2541553 1175365, 2542028 1176138, 2542235 1176810, 2542638 1176718, 2542748 1176558, 2542890 1176778, 2543138 1176609, 2542943 1176428, 2543361 1176209, 2543764 1176013, 2543773 1175555))"
5926,Pomy,547,249,45.52,243,203,40,83.54,Pomy,2224,22,"POLYGON ((2542685 1178705, 2542032 1177378, 2541984 1177773, 2541753 1177530, 2541494 1177117, 2541042 1177445, 2540975 1177673, 2540650 1177653, 2540435 1177865, 2540115 1178645, 2539807 1178672, 2540028 1179088, 2539723 1179240, 2540469 1180108, 2541360 1180458, 2541582 1180266, 2541887 1180334, 2541829 1179968, 2542281 1179704, 2541993 1179488, 2542289 1179244, 2542119 1178795, 2542470 1178587, 2542685 1178705))"
5928,Rovray,111,66,59.46,63,47,16,74.6,Rovray,2224,22,"POLYGON ((2549403 1182274, 2549138 1182215, 2549120 1181713, 2548908 1181695, 2548365 1180768, 2547615 1181102, 2547765 1181252, 2547366 1181274, 2547197 1181452, 2547273 1181665, 2548050 1182362, 2548423 1182312, 2549483 1183700, 2549634 1183479, 2550035 1183762, 2550278 1183363, 2549641 1182767, 2549403 1182274))"
5929,Suchy,384,157,40.89,156,127,29,81.41,Suchy,2224,22,"POLYGON ((2537629 1173955, 2537283 1173108, 2536937 1172843, 2536508 1172925, 2536460 1173813, 2536203 1173723, 2536240 1173880, 2535686 1174085, 2535379 1173889, 2534664 1174559, 2534903 1174800, 2534758 1175355, 2535435 1176473, 2535626 1176677, 2535743 1176374, 2536982 1176069, 2537566 1175146, 2537359 1174141, 2537629 1173955))"
5930,Suscévaz,143,74,51.75,72,53,19,73.61,Suscévaz,2224,22,"POLYGON ((2534963 1181261, 2534770 1180930, 2534978 1180865, 2535013 1180103, 2535388 1179910, 2536123 1178753, 2535695 1178390, 2535849 1177833, 2535325 1177758, 2533939 1179243, 2533975 1180190, 2534153 1180505, 2534210 1180652, 2534378 1180557, 2534347 1181008, 2534683 1181423, 2534963 1181261))"
5931,Treycovagnes,320,114,35.63,111,99,12,89.19,Treycovagnes,2224,22,"POLYGON ((2536123 1178753, 2535388 1179910, 2535874 1180150, 2537198 1181448, 2537288 1181390, 2537243 1181093, 2537547 1180571, 2536602 1180030, 2536271 1179629, 2536520 1179125, 2536123 1178753))"
5932,Ursins,152,74,48.68,72,50,22,69.44,Ursins,2224,22,"POLYGON ((2540165 1175974, 2541042 1177445, 2541494 1177117, 2541753 1177530, 2542235 1176810, 2542028 1176138, 2541553 1175365, 2541331 1175347, 2541105 1174690, 2540263 1175530, 2540165 1175974))"
5933,Valeyres-sous-Montagny,490,174,35.51,174,161,13,92.53,Valeyres-sous-Montagny,2224,22,"POLYGON ((2534687 1183810, 2535003 1183928, 2535530 1183718, 2535439 1183926, 2535745 1184225, 2535818 1184070, 2536585 1184344, 2536664 1183936, 2537148 1184108, 2537228 1183730, 2537470 1183814, 2537689 1182977, 2536905 1182955, 2536745 1183235, 2536305 1183345, 2535279 1183185, 2535135 1183366, 2534827 1183176, 2534687 1183810))"
5934,Valeyres-sous-Ursins,185,101,54.59,96,84,12,87.5,Valeyres-sous-Ursins,2224,22,"POLYGON ((2540165 1175974, 2539445 1176975, 2539031 1177255, 2539094 1177968, 2539807 1178672, 2540115 1178645, 2540435 1177865, 2540650 1177653, 2540975 1177673, 2541042 1177445, 2540165 1175974))"
5935,Villars-Epeney,72,35,48.61,35,30,5,85.71,Villars-Epeney,2224,22,"POLYGON ((2543996 1182308, 2543768 1181773, 2543970 1181725, 2543799 1181335, 2543964 1181314, 2543705 1180924, 2543553 1181200, 2543183 1180913, 2543073 1181078, 2543233 1181323, 2543085 1181455, 2542848 1181558, 2543640 1182248, 2543945 1182435, 2543996 1182308))"
5937,Vugelles-La Mothe,85,28,32.94,28,24,4,85.71,Vugelles-La Mothe,2224,22,"POLYGON ((2535619 1186348, 2535562 1186108, 2534599 1186143, 2534153 1185829, 2534247 1185621, 2533692 1185424, 2533770 1185276, 2533228 1185171, 2532820 1185772, 2533388 1186625, 2533490 1187113, 2534395 1187535, 2535175 1186539, 2535060 1186347, 2535619 1186348))"
